id,name,thumbnail,added,likeCount,collectCount,commentCount,description,instruction,tags,fileCount,downloadCount,viewCount,remixCount,makeCount,rootCommentCount,bigCategory,smallCategory,comments
4916417,1-100 WW1 Aircraft - 2-seaters Rev 0,https://cdn.thingiverse.com/assets/c1/db/69/fc/7a/large_display_3-Ju_J1.JPG,2021-07-25,22,46,0,"1-100 WW1 2-Seat Aircraft Rev 0 

1/100 scale WW1 2-seaters for wargaming
Rec 0:
   Breguet Br 14 A2 - French Army Cooperation aircraft
   Breguet Br 14 B2 - French Light Bomber
   Junkers J1 - Armored Ground Attack Aircraft 

I made these from 3D models that I created several years ago for paper models in much larger scales.  These are meant to be compatible with those in the same same scale created by Captain_Ahab_62.
WW1+fighter+planes+for+microarmor.zip
WW1+observation+planes+for+microarmor.zip

I intend to update this file with additional models.

These models by waynemc65 are licensed under the Creative Commons - Attribution - Non-Commercial - Share Alike license.",,"['1100', 'aircraft', 'wargaming', 'ww1']",2,568,110,0,0,0,Models,vehicles,
3056038,Space Shuttle - Laser Cut,https://cdn.thingiverse.com/renders/8f/e1/75/d9/d0/23983439459876e1d7582bd0f166f23c_display_large.jpg,2018-08-19,22,33,0,"Space Shuttle - Laser cut
(Not for commercial use)

This is a 1/153rd scale (largest I could make in the laser cutter!) Space Shuttle model assembled from laser cut flat parts. The model contains an Orbiter (you can etch decals onto the wings and vertical stabilizer), an External Tank, Solid Rocket Boosters, and a Base reminiscent of the Orbiter Service Masts. Everything fits together like a puzzle and just like a puzzle I have no assembly instructions. You can always refer to the .STL files for guidance!


Material:
Space Shuttle is 0.093 in. thick acrylic (about 2.36 mm)
Quantity -- I used 18 in. by 12 in sheets, I haven't optimize the provided sheets, but you will require about 8 sheets. (Might be able to make it with 6 or 7, did I mention I drew this 6 years ago?)

Base is               0.25 in. thick acrylic

Parts to cut:
Each sheet was setup for the laser cutter I was using. but the parts can be reorganized. Cut every part at least once on the following sheets, and keep the parts separate for ease of assembly.

1x Orbiter Sheet 1 v3 (I think I just added mounting parts with the version increments)
1x Orbiter Sheet 2

1x External Tank Sheet 1 (This is a corn cob)
1x External Tank Sheet 2

2x SRB Sheet 1 (watch out for the pointy bits)
2x SRB Sheet 2

1x Base Sheet 1 (There is only 1... add any dedication or the ""SPACE SHUTTLE 1/153rd Scale"" Text here to be like me!)

You should now have over one hundred parts. I think it is near 170 parts, not the worst puzzle.

Assembly:
Use non-fogging acrylic glue/cement
(I used CA glue, which is ok if you are fine with fogging.)
Parts should fit together with enough clearance to rattle. 
The shuttle wings serve as an integration plate.
External Tank has a top and bottom cap
SRB base has a cap, but top needs to be glued.
Hang Orbiter from 8th ring from top of the External Tank.
Rest 8th ring from top of external tank on 4th ring from top tab of SRBs.
Slide Orbiter into Base as a Unit.

Please share your makes here! Let me know how you enjoyed this build. I can change things, but I have no plans to revise.",,[],11,806,1009,0,0,0,Models,vehicles,
3304940,103 peugeot,https://cdn.thingiverse.com/renders/69/8a/2a/55/38/edea29162155562459d2b05d138215fc_display_large.JPG,2018-12-22,22,10,0,103 peugeot,,"['103', 'cyclomoteur', 'mobylette', 'peugeot']",1,416,570,0,0,0,Models,vehicles,
4204049,Isetta 1/64,https://cdn.thingiverse.com/assets/5b/68/ac/6b/1c/large_display_IMG-20200304-WA0048.jpg,2020-03-05,22,33,1,Fixed it and scaled for 1/64 scale.,,"['car', 'isetta']",1,382,327,1,0,0,Models,vehicles,
2764976,N scale PIKO coupler and Knuckler - PIKO reduction,https://cdn.thingiverse.com/renders/23/e8/de/a6/8d/bc47c3efaabbc20c25a355e2bf826179_display_large.jpg,2018-01-29,22,58,0,"N scale Wagon coupler PIKO compatible. It's tiny so you should use 0.25 nozzle settings (it's working fine even with bigger nozzle).

The ""standard"" one needs one compression spring 2x5mm, the second one is meant to replace knuckler coupler and should need some spring too (original has some plastic spring but its too tiny to be printed).",,"['coupler', 'model_railroad', 'n_scale', 'piko']",3,711,599,0,0,0,Models,vehicles,
1058885,Easy Rider Bike,https://cdn.thingiverse.com/renders/53/97/5c/65/31/Easyrider-Bike_display_large.jpg,2015-10-07,22,31,0,"This is a model of Easyrider Bike - design for 3D Printing. Recommended minimum print size - Length = 80mm. Little patience needed to remove the support.
",,"['easy_rider', 'harley_davidson', 'motorcycle']",1,298,1361,0,0,0,Models,vehicles,
4969095,custom nissan skyline gtr,https://cdn.thingiverse.com/assets/b5/d5/65/0c/b0/large_display_custom_nissan_skyline_gtr_fixed.png,2021-09-19,22,39,0,custom nissan skyline gtr,,[],1,410,189,0,0,0,Models,vehicles,
4983097,Lancer Class Frigate,https://cdn.thingiverse.com/assets/28/2b/f1/3c/55/large_display_LancerClassFrigate.png,2021-10-06,22,53,0,"The Lancer-class was a frigate design armed with 20 AG-2G quad laser cannons, with at least some of these guns capable of being retracted into the main hull of the vessel.

The Lancer was propelled by four drive engines and had a hangar bay area on its ventral side, where it could dock two shuttles. In addition, the Lancer has a docking port located on the top of its bow. The ship's bridge was located in the middle of the bow area, below a similar-looking computer/sensor control room.",,"['frigate', 'spaceship', 'starwars', 'star_wars']",3,676,74,0,0,0,Models,vehicles,
4702177,Audax Starfighter,https://cdn.thingiverse.com/assets/3e/ae/66/5a/c4/large_display_Front1.jpg,2020-12-30,22,26,1,"This is a simple starfighter design. The first model I make for 3d print. So I might have made some novice mistakes (like making some thin parts that require a quite small line witdth to be printed).  

Also, since I wanted to prevent using supports as much as I could I made all sepparated parts. In some parts like the canards or the wings, the fitting with the main body might not be very precise, so you might need to cut and/or press on the parts. 

",,"['scifi', 'spaceship', 'starfighter', 'vehicle']",16,316,30,0,0,0,Models,vehicles,
5352947,Hotwheels Toyota AE86 Display Base (TRD Theme),https://cdn.thingiverse.com/assets/c0/9b/97/54/f0/large_display_photo_2022-04-14_11-27-45.jpg,2022-04-15,22,25,0,"###Any suggestion is welcomed! Feel free to join my Facebook group to let me know what you want: https://www.facebook.com/groups/1115757609295068

###Or my Telegram channel: https://t.me/+pux0lNikT3E2N2Q9

###Custom display base are also available at $5! Contact me to discuss what you want!

###Compiled RAR file is available in download section!

Description
====================
The display will fit all Hotwheels release of the same casting. It is not tested with the older AE86 casting, if you want the base to fit that casting please send me the dimensions indicated here: https://imgur.com/5T6mb2L

The display base is separated into 3 parts for easy printing and colour swap. The parts are:

1) Base
-BaseV2.STL

2) Base back wall:
-BoxBackAssem.STL

Print Settings
====================
Nozzle size = 0.3 mm (0.4 should be printable but smaller better)
Layer height = 0.2 mm

Filament change layer for colours on ""BaseV2"":
1) Start (Left stripe colour, mine is in yellow)
2) Layer 6 (Middle stripe colour, mine is in orange)
3) Layer 11 (Right stripe colour and TRD logo background, mine is in red)
4) Layer 16 (Overall base colour and TRD lettering colour, mine is in white)

Filament change layer for colours on ""BoxBackAssem"":
1) Start (Background of the wall, mine is in white)
2) Layer 9 (Left stripe colour, mine is in yellow)
3) Layer 14 (Middle stripe colour, mine is in orange)
4) Layer 19 (Right stripe colour and TRD logo lettering, mine is in red)
5) Layer 24 (Racing Department lettering colour, mine is in black)

Assembly
====================
The car is tied by wires through the hole in the base

Back plate should slide in nicely into the display base. 

Others
====================
Feel free to send me any feedback on how to improve the design. Suggestion on display base designs are welcomed too.

I can be contacted through Instagram or Twitter too:

Twitter: https://twitter.com/Giga_Penguin
Instagram: https://www.instagram.com/GigaPenguin3DPrinting/ 

####Custom display base designs are available for $5! Contact me to discuss what you want!",,"['ae86', 'hotwheels', 'hot_wheels', 'toyota', 'toyotaae86', 'toyota_ae86', 'trd']",5,132,104,0,0,0,Models,vehicles,
4878283,Hotwheels Mercedes 300SEL 6.8 AMG Display Base,https://cdn.thingiverse.com/assets/f9/49/bf/8c/22/large_display_photo_2021-06-05_11-58-02.jpg,2021-06-05,22,22,0,"###New and updated version can be found [Here](https://www.thingiverse.com/thing:5206536)

##Update 19th January 2022: Added in BaseV5 which hase holes to tie down the car like my newer display base releases. 

###Any suggestion is welcomed! Feel free to join my Facebook group to let me know what you want: https://www.facebook.com/groups/1115757609295068

###Or my Telegram channel: https://t.me/+pux0lNikT3E2N2Q9

###Custom display base are also available at $5! Contact me to discuss what you want!

Description 
====================
A base for Hotwheels Mercedes 300SEL 6.8 AMG from the Deutschland Design set. 

The base is separated into 2 parts, the base and the back plate. The back plate is separated so it can be easily printed in multi colour. 

Item used from Thingiverse
====================
Mercedes logo was taken from here: https://www.thingiverse.com/thing:1552272
Spa race map is probably from here: https://www.thingiverse.com/thing:3372493

Print Settings
====================
Nozzle size = 0.3 mm (minimum, smaller better)
Layer height = 0.2 mm

Filament change layer for colours on backplate:
1) Layer 19 (Driver details and vehicle name, black letters in picture)
2) Layer 25 (24 hours of Spa logo, blue logo and lettes in picture)
3) Layer 30 (Spa track map, silver track map colour in picture)

Filament change layer for colours on Mercedes Logo Thick:
1) Layer 4 (Mercedes Logo colour)

Colours
====================
The colour of the Mercedes logo, back plate and the base is your choice. 

Mercedes logo will need to be glued on by yourself. 

Others
====================
The transparent box I'm using to store the base and car in the first picture is bought from here: https://shopee.com.my/Tarmac-Work-Protector-tarmac-box-i.13932494.1598531194
",,"['1_64', '300sel', 'amg', 'display', 'hotwheels', 'hot_wheels', 'mercedes']",5,568,63,0,0,0,Models,vehicles,
4751583,Carrera D132 slotcar chassis,https://cdn.thingiverse.com/assets/f0/92/35/94/9d/large_display_IMG-20201229-150.jpg,2021-02-27,22,30,2,"This is Carrera D132 chassis for  [wayne69x](https://www.thingiverse.com/wayne69x/designs) Mazda MX. 
Parts are used from the Carrera D132 30855 Porsche 935/78. Chassis is lower than original Porsche, so grip is better. Wheelbase is calculated for the Mazda.
Screws are above bodywork, as this is experimental model for chassis test...and proved well for 8 year old boy :-). ",,"['carrera132', 'carrera_132', 'chassis', 'slotcar']",1,237,192,0,0,1,Models,vehicles,"Díky.
Kastle je od uživatele v popisu. K ní jsem dělal podvozek na Carreru. Konkrétně zde https://www.thingiverse.com/thing:1538907Pěkné šasi, je možnost i kastle.? Super práce ."
4188244,Capilla doble Nissan patrol Y61 52mm,https://cdn.thingiverse.com/assets/00/0a/b7/4f/5b/large_display_capilla_gr1.png,2020-02-27,22,21,1,"Capilla doble para Nissan Patrol Y61 hasta 2005, preparada para el diseño del salpicadero y el pilar A, lado conductor. Esta preparada para colocar relojes de 52 mm. Contiene dos piezas, la cuna va alojada en la esquina izquierda frontal abajo de la capilla para amoldarse a la forma del salpicadero y que sea de facil impresion.

Impresa en PLA o ABS, NO es necesario usar soporte alguno para imprimirla, por mucho que lo diga el fileteador. Si se imprime en PLA es aconsejable darle una capa de  resina epoxi para garantizar su dureza y consistencia ante temperaturas elevadas.



Double hood for Nissan Patrol Y61 until 2005, prepared for the design of the dashboard and the A-pillar, driver's side. It is prepared to place 52 mm watches. It contains two pieces, the cradle is housed in the front left corner below the chapel to adapt to the shape of the dashboard and that is easy to print.

Printed in PLA or ABS, it is NOT necessary to use any support to print it, no matter how much the filler says. If it is printed on PLA it is advisable to give it a layer of epoxy resin to guarantee its hardness and consistency in high temperatures.",,"['nissan', 'offroad']",2,484,1291,0,0,0,Models,vehicles,
4445416,Peugeot 201 Berline 1932,https://cdn.thingiverse.com/assets/9b/d7/7e/74/27/large_display_unnamed_12.jpg,2020-06-11,22,26,0,Peugeot 201 Berline 1932,,"['1927', '1928', '1929', '1930', '1931', '1932', '1933', '1934', '1935', '1936', '1937', '201', '20s', '30s', 'berline', 'car', 'french_car', 'peugeot', 'sedan', 'wargame', 'ww2']",2,498,70,0,1,0,Models,vehicles,
4368334,Peel P50 1963,https://cdn.thingiverse.com/assets/ed/e5/68/7a/a3/large_display_191e49e0b0e0d48674477583-1350-900.jpg,2020-05-16,22,19,0,Peel P50 1963,,"['1960s', '1962', '1963', '1964', '1965', '60s', 'british_car', 'bubble', 'bubble_car', 'car', 'microcar', 'p50', 'peel']",2,458,122,0,2,0,Models,vehicles,
4202476,F1 2009,https://cdn.thingiverse.com/assets/47/c8/1c/9d/68/large_display_1496333971027.jpg,2020-03-05,22,30,1,"Le championnat du monde de Formule 1 2009 est la 60e édition du championnat du monde des pilotes. Organisé par la FIA, il s'est déroulé en dix-sept manches entre le 29 mars 2009 et le 1er novembre 2009. Il est remporté par le Britannique Jenson Button chez les pilotes et par son écurie, Brawn GP Formula One Team, chez les constructeurs. 
Honda Racing F1 Team se retire brutalement de la compétition à la fin 2008 alors même qu'un budget important a été consacré au développement de la monoplace destinée à disputer la saison 2009. Ross Brawn, directeur technique de Honda et plusieurs de ses collègues rachètent l'écurie et l'enregistrent au championnat sous le nom de Brawn GP Formula One Team avec comme pilotes Jenson Button et Rubens Barrichello et un moteur Mercedes. La BGP 001 (qui devait initialement s'appeler Honda RA109), dotée de plusieurs solutions techniques innovantes dont un double diffuseur, se révèle rapidement particulièrement performante et bien adaptée à la nouvelle réglementation technique qui comprend notamment le retour aux pneus lisses. 
Jenson Button s'impose dès le premier Grand Prix de la saison, à Melbourne et, sur sa lancée, obtient quatre pole positions, six victoires, neuf podiums en se classant seize fois dans les points. Le pilote britannique est ainsi sacré champion du monde lors de l'avant-dernière course de la saison, au Brésil en se mettant hors de portée de ses derniers rivaux, son coéquipier Rubens Barrichello et le jeune Sebastian Vettel. 
Pour sa première année chez Red Bull Racing, Sebastian Vettel termine vice-champion du monde, à onze points de Button, et obtient quatre victoires. Son coéquipier Mark Webber remporte pour sa part deux courses ; ce sont les six premières victoires de l'écurie, emmenée par le directeur technique Adrian Newey, concepteur de la RB5-Renault. 
Brawn GP, championne du monde des constructeurs pour son unique saison de Formule 1, est rachetée par Mercedes-Benz et rebaptisée Mercedes Grand Prix, dont Ross Brawn va rester le directeur. En fin de saison, la Scuderia Ferrari met un terme au contrat de Kimi Räikkönen qui laisse sa place à Fernando Alonso.",,"['bmw_sauber', 'f1_2009', 'mclaren', 'renault_f1_team', 'scuderia_toro_rosso', 'scuderia_ferrari', 'toyota_f1']",1,1537,1066,0,0,0,Models,vehicles,
5808329,X-15 Delta,https://cdn.thingiverse.com/assets/e6/79/8e/03/5b/large_display_18418365-8ce4-4b77-a2af-e672eb8eab05.jpg,2023-01-23,22,38,0,"Simple model of the X-15 delta wing hypersonic aircraft.
It was supposed to be the successor to the original X-15,
designed for speeds above Mach 7 but never built.

- designed for printing in Vase Mode
- printing time with a resolution of 0.28 mm is approx. an hour and half 
  ( 140% / 24.5 cm / 2h20min print) 
  
- 0.28 mm layer / 0.4 mm nozzle / Vase mode",,"['airplane', 'delta', 'delta_wing', 'experimental', 'glider', 'hypersonic', 'model', 'model_rocket', 'plane', 'rocket', 'space', 'vase_mode', 'x-15', 'x15']",1,179,725,0,0,0,Models,vehicles,
1416515,Flying Bird Attack Ship,https://cdn.thingiverse.com/site/img/default/Gears_display_large.jpg,2016-03-15,22,22,1,"WARNING:   not printable, not finished, not tested, scaling still off.

edit:  roughed in the nose, added the undercarriage bomb.  

edit 2:  still working on roughing in general shape.  fixing some scaling, roughing in the cathedral

edit 4: more work on cathedral section.  Definitely some mesh error to work out.

General note:  i'm not affiliated with G.W., nor am I ripping this model from any of their works.  This is being modeled fully by me using Blender3d.

If G.W. wishes this to be taken down, a simple request will be honored.
",,[],3,473,1063,0,0,1,Models,vehicles,Just noticed after posting edit 4 that the cathedral top does not line up with the side-panels.  Doh!  I'll see about fixing that alignment issue and re-posting it 3/20.
4535204,Junkers Ju-52MS Minesweeper,https://cdn.thingiverse.com/assets/45/b4/88/ac/63/large_display_Ju-52MS_Rendering.png,2020-07-09,22,26,0,"Junkers Ju-52MS
Very interesting German plane of WW2. Used in ""Minensuchgruppe Mausi"" (MS stands for MagnetSpule - magnet coil) The Minensuchgruppe Mausi used Ju-52 with a huge magnet coil to perform minesweeping on induction sea mines. The electric field simulated a steel ship hull and thus caused the mines to detonate.


NOTE: This is a remix of Captain_Ahab_62's model: https://www.thingiverse.com/thing:3074802
I added the ring and some relted details.",,"['junkers', 'minensuchgruppe_mausi', 'minesweeper', 'tanteju', 'ww2']",1,289,92,0,0,0,Models,vehicles,
4917448,Hawker Hurricane 1/144,https://cdn.thingiverse.com/assets/1f/ed/fb/96/fe/large_display_hawker_hurricane.png,2021-07-26,22,50,0,"Hawker Hurricane, scale 1/144 for Sky Phanter Wargame.

Can be used with bases https://www.thingiverse.com/thing:4915773

NOTE: It's a remix of https://www.thingiverse.com/thing:3315526",,"['airplane', 'spw', 'wargame', 'ww2']",1,551,128,0,0,0,Models,vehicles,
4664726,Duke 390 Airbox cover,https://cdn.thingiverse.com/assets/63/d5/43/83/cd/large_display_airbox.png,2020-11-25,22,25,3,"This is an open airbox cover for a 2017+ Duke 390 You will need to add foam to the finished product for safe operation.  This was modeled after the stock cover with a fun KTM inlet logo.


Slice at 102% for optimum fit.",,"['duke', 'duke_390', 'ktm', 'ktm_390']",1,306,151,0,0,2,Models,vehicles,"A little more sound from under your butt.  The exhaust pops a little more. I would recommend running this with a Power Commander to reduce lean engine conditionsDo you have stp file?
Hey, amazing design! Do you notice a difference in sound or performance?"
5124907,H0/TT Canyon Commuter ON city e-bike,https://cdn.thingiverse.com/assets/2d/1d/52/fe/d9/large_display__TT_Canyon_CommuterON_2Bags.png,2021-11-10,22,53,0,"Model of Canyon Commuter ON city e-bike and bike stand for model scenes. This model is free demo for whole set, which contains also mountain bike, road bike and various city bikes. You can get it at https://cults3d.com/en/3d-model/game/h0-tt-cycling-pack

Scale: TT 1:120. If you print for H0, print at 138% size. If you are master printer, you can try N scale at 75%. For 15mm wargaming, print at 120%.

Model is optimized and tested for this scale and can be printed with SLA printer. I have also included pre supported model and Chitubox file of bike, if you want to do some adjustments to supports.

If you like this model, please consider getting a whole set and support my efforts. Thank you",,[],4,194,117,0,0,0,Models,vehicles,
4733125,AM1 railcar [1:87],https://cdn.thingiverse.com/assets/e4/fa/49/99/94/large_display_am1_body_87.png,2021-01-23,22,38,1,Class AM1 soviet narrow gauge diesel railcar.,,"['h0e', 'hoe', 'model_railway', 'modellbahn', 'narrow_gauge', 'schmalspur']",2,407,140,0,0,1,Models,vehicles,Just for Info: I am just printing it in scale 1/48... Works well till now - although I had to cut the body in 2 pieces (it was to long for my printer). I have in mind to make it drive on my railway.. will keep you informend
4756032,Tiger II v3 1-100,https://cdn.thingiverse.com/assets/0b/70/4e/27/cf/large_display_Tiger_II_v3_1-100.png,2021-02-09,22,36,0,"This is to replace my former file.
The turret rings weren't correct, now they are.
Sorry!",,[],1,779,117,0,0,0,Models,vehicles,
3359822,Ankylon Titan (TEC Loyalists),https://cdn.thingiverse.com/renders/7f/bc/da/8e/49/0721d08895c6f59aa844e3004d159929_display_large.jpg,2019-01-16,22,38,2,TEC Loyalist Ankylon Titan from game Sins of a Solar Empire.,,"['spaceship', 'titan', 'video_game']",1,357,595,0,1,1,Models,vehicles,This model had some issues with non-manifold walls but running it through netfabb fixed them :)
4181871,petrol can,https://cdn.thingiverse.com/assets/c4/89/5f/87/04/large_display_petrol_can_1.jpg,2020-02-24,22,29,0,This petrol can was designed and printed as a present for an 18th birthday and was filled with rolled paper money for financing the driver license  ;),,"['18_birthday', 'note', 'petrol_can']",2,441,272,0,1,0,Models,vehicles,
5172101,"Cardboard AT-ST - 3.75"" Kenner Size",https://cdn.thingiverse.com/assets/fc/42/f1/03/16/large_display_AT_ST_Cardboard_resize-3.jpg,2021-12-23,22,26,0,"I'm back with a new cardboard + hot glue design!

This is my own design based off a detailed set of photos taken of the original 1983 Kenner ROTJ At-St toy.  In the end my design might just be slightly bigger than the original but it fits 3.75"" Kenner/Hasbro figures well.

Legs do not move - it's just meant to be printed, assembled and played with as-is.  Moving cardboard legs... I'm a creator, not a magician! 

This must be printed on 2mm / 1/8"" (0.125"") cardboard panels for the tabs and slots to fit correctly.  Most parts fit by tab & slot but a few key parts like the legs require some eyeballing and gluing - I did this to ensure that it could stand correctly and leave a little wiggle room for posing.

Prints in 4 sheets of 2mm cardboard, laser cut.  Could also use 1/8"" plywood.  Attached as DXF files.",,"['2d_art', 'cardboard', 'science_fiction', 'starwars', 'vehicle']",4,184,50,0,0,0,Models,vehicles,
3522765,Short School Bus,https://cdn.thingiverse.com/renders/e4/bb/30/ff/27/8f3972a2cb6d2166dd7d2c99f3365277_display_large.jpg,2019-03-28,22,47,2,A person asked for me to model a short school bus. I used Blender to create the bus and then solidified it with Meshmixer and checked it with Simplify3D. I plan on printing this later in the week. Just wanted to post it for the request.,,[],1,632,665,0,0,1,Models,vehicles,Thank you so much!
3674523,1:16 scale rc car wheel and tyre,https://cdn.thingiverse.com/renders/1d/61/a7/5d/26/8032531c5cc6ec1d380d9d0315141749_display_large.JPG,2019-06-06,22,22,0,"rc car wheel and tyre, printed in PLA and TPU, please not that the tyre is difficult to put on the wheel but makes for a very tight and secure fit.",,[],2,362,364,0,0,0,Models,vehicles,
4372982,HO scale diner car model train,https://cdn.thingiverse.com/assets/07/7f/37/6c/0d/large_display_Diner_car.png,2020-05-17,22,97,0,Inside of a train car. Its pretty accurate and fits HO scale cars. ,,[],1,427,92,0,0,0,Models,vehicles,
4607012,1-72 WW1 British 6-inch 26cwt Howitzer,https://cdn.thingiverse.com/assets/11/b3/16/c5/0a/large_display_1-72_WW1_UK_6inch_26cwt_BL_Howitzer-S-wheel-girdled_rev_1.png,2020-09-26,22,36,0,"The 6-inch 26cwt Howitzer was developed by Britain in1915 to replace the 6-inch 30cwt howitzer.  The newer gun was lighter and had greater range than the older gun.  Some 3,600 were produced during WW1, during which conflict they fired 22.4 million rounds. The barrel was 13.3 calibers (13.3 times the bore diameter).  It fired a 100lb shell to a range of 9,500 yds (8,700m), or an 87lb shell to 11,400yds (10,400m).

The gun continued to serve through the end of WW2, as was declared obsolete in 1945.

This 1/72 scale model was originally developed as a 1/48 scale paper model. I will post a more detailed version, suitable for enlarging to 1/48 scale, including rivets and bolt heads, at :
http://www.landships.info/landships/3dprint.html  

I added 1/150 scale models modified to permit printing in one piece.  Be careful removing supports.

waynemc65",,[],12,1476,100,1,1,0,Models,vehicles,
159134,009 bogie bolster wagon ,https://cdn.thingiverse.com/renders/26/39/30/d4/d1/flat__wb_bl_display_large.jpg,2013-10-01,22,49,0,4mm scale ,,[],1,931,1667,0,0,0,Models,vehicles,
716942,Train Stack car / Well car 40ft articulated HO,https://cdn.thingiverse.com/renders/ab/28/12/00/28/40ft_A_with_coupler_display_large.jpg,2015-03-10,22,52,5,"Stack car / Well car 40ft articulated (A,B,C units) based on butchering http://www.thingiverse.com/thing:670492. Horrible joint but this is the best I could do. You will need to drill a hole to attach to bogey with a small screw (I did not know how to make the hole in software)",,"['intermodal', 'stack_car', 'stack_car__well_car_40ft_articulated', 'train', 'wellcar']",19,1842,1247,0,0,2,Models,vehicles,"Yes, try to reduce to 54%, but not sure how it will come out. I printed a few for my N scale setup and I think the sides were a bit thick.can i reduce to n scale??Totally cool!!! "
3480113,Fusée Tintin,https://cdn.thingiverse.com/renders/f4/73/f8/93/1b/1b5bca0d8bc37697418c58151c248052_display_large.jpg,2019-03-09,22,27,2,On a marché sur la lune!,,"['comics', 'rocket', 'toy', 'toys']",2,705,1755,0,0,1,Models,vehicles,Realized that this only has four fields while the original has five.
5570161,dodge charger ev concept car ,https://cdn.thingiverse.com/assets/77/50/e4/97/f3/large_display_a81aa590-8f65-4102-9907-d7da90e87246.png,2022-10-17,22,37,0,dodge charger ev concept car ,,[],1,63,152,0,0,0,Models,vehicles,
4678587,Infantry tank ,https://cdn.thingiverse.com/assets/c5/ee/51/89/bf/large_display_Infantry_tank1_100.png,2020-12-08,22,21,0,"This again was a personal concept based off of the tog2. Its purpose is more to be a bullet shield advancing in front of the infantry. While it has a heavy armament it is not capable of dealing with the most stubborn of enemy defenses. This model uses TigerAce1945's Allied Super Heavy Tanks Tog2

https://www.thingiverse.com/thing:2459217
",,"['tank', 'ww2', 'wwii']",1,211,39,0,0,0,Models,vehicles,
4863503, Mon Calamari Cruiser ,https://cdn.thingiverse.com/assets/d1/c6/19/05/ef/large_display_mc80afixed.png,2021-05-19,22,59,0,"I find this model here: http://armadafiles.com/files/armada-2/ships/star-wars/mon-calamari-cruiser/details
And convert it to .stl",,"['cruiser', 'mon_calamari', 'spaceship', 'star_wars']",1,395,112,0,0,0,Models,vehicles,
5102030,Rebel Galaxy - Sorcerer Class Dreadnought,https://cdn.thingiverse.com/assets/93/bc/76/2c/b5/large_display_RG_Sourcerer_Dreadnought_front_on.png,2021-11-07,23,76,0,"Ship Length: 776.9m

The Sorcerer-class Dreadnaught is a veritable fortress, boasting extremely heavy armor, twelve turret mounts, and fourteen broadside ports. It has limited maneuverability, but its death-dealing potential obviates this shortcoming.

This ship is really easy to use. It's closely grouped broadsides at the fore and centered turrets makes it simple to maximize damage when attacking crafts of all sizes.

A big hold makes it easy to scavenge the good stuff your destroyed enemies had before you vaporized them and allows to take some delivery missions if you bought a cargo extender.

Its size makes it a big target, you will need to upgrade your defensives capabilities to make sure you survive. As for all Dreadnaught you have to be careful not to get surrounded by more than you can chew, or this ship will become your grave.

Remember that fighters are small but when grouped can pound you down easily, consider equiping some Flak turrets to grind them.

The four secondary port bank can be outfitted with flak to help get rid of those pesky missiles, but remember they are placed roughly at the middle of your ship, you will need to manoeuver to place the ports where they need to be to maximize interception.",,"['3d_model', '3d_printer', '3d_printing', 'assault', 'capital', 'capital_ship', 'command', 'futuristic', 'galaxy', 'rebel', 'sci-fi', 'science_fiction', 'scifi', 'space', 'spacecraft', 'spaceship', 'space_ship', 'star_wars', 'vehicle', 'vessel']",1,147,126,0,0,0,Models,vehicles,
5697067,More cargo for trucks (1-148) ,https://cdn.thingiverse.com/assets/a3/d3/45/cb/08/large_display_a1436a00-61ba-42f6-a2f4-b0a6b23e7ac8.jpg,2022-12-11,23,66,0,"Here you may find more cargo for loading your model railway trucks, carriages and wagons, this time different boxes, but also a wooden barrel.

All models sized for British n-scale (1:148). The models should be fine in other scales… conversion values:

Continental N-scale, 1:160 -> 92.5%
TT-gauge, 1:120 -> 123%
HO/H0-gauge, 1:87 -> 170%
OO/00-gauge, 1:76 -> 195%
S-gauge, 1:64 -> 231%
O-gauge, 1:48 -> 308%",,"['barrel', 'box', 'cargo', 'wooden_barrel']",6,236,410,0,0,0,Models,vehicles,
4445354,Fallout CoalTrain,https://cdn.thingiverse.com/assets/ab/e4/6b/0e/17/large_display_CT.JPG,2020-06-11,22,53,0,Fallout CoalCar in O gague Scale,,"['fallout', 'h0_scale', 'model_trains', 'rusty', 'train']",3,334,53,0,0,0,Models,vehicles,
5155528,Optimized Blue Alien Supremacy Machine,https://cdn.thingiverse.com/assets/38/1a/0d/d0/2d/large_display_Battlesuit_Full.png,2021-12-05,22,66,0,"Sliced and edited Pekkadark's Taunar Supremacy suit. The files have been cut up and oriented for optimized FDM printing. 
Scale comes a few mm shorter than the Forgeworld model. 

Legs are now fully poseable ",,"['battlesuit', 'tau', 'tau_battlesuit', 'warhammer_40k']",21,200,461,0,0,0,Models,vehicles,
